order_id,product_id,quantity,unit_price,discount,line_total
SO3523f38d,Pa99221e5,1,26.42,0.05,25.1
SOefd3ef1a,P2e3f25bf,3,39.24,0.05,111.83
SOefd3ef1a,Pa99221e5,9,26.42,0.0,237.78
SOefd3ef1a,P6d3e39ee,10,1036.87,0.0,10368.7
SOefd3ef1a,P77772f74,9,69.73,0.0,627.57
SOefd3ef1a,P1ab20abf,5,384.67,0.0,1923.35
SO7a180c41,P522845b5,9,77.77,0.1,629.94
SO7a180c41,Pdae71328,6,885.61,0.0,5313.66
SO7a180c41,P309cbd26,8,141.45,0.0,1131.6
SO6c97e4c8,P1ab20abf,3,384.67,0.0,1154.01
SOfa6e9ae6,P150673c5,9,984.52,0.1,7974.61
SOfa6e9ae6,P02cf2087,4,629.99,0.1,2267.96
SOfa6e9ae6,P91c57b81,1,764.15,0.0,764.15
SOfa6e9ae6,Paa15aa91,3,194.75,0.05,555.04
SO33fed355,Pbbae2dd5,7,479.25,0.0,3354.75
SO33fed355,Pa99221e5,4,26.42,0.0,105.68
SOfbeee2d5,P6d3e39ee,5,1036.87,0.1,4665.91
SOfbeee2d5,Pdbd241d0,10,126.32,0.0,1263.15
SOfbeee2d5,Pbbae2dd5,7,479.25,0.0,3354.75
SOfbeee2d5,P768564ac,6,150.16,0.05,855.91
SO463eda48,Pb1d42b13,7,142.4,0.0,996.8
SO463eda48,Pdab1267e,6,225.98,0.0,1355.88
SOe9d15369,Pbbae2dd5,1,479.25,0.0,479.25
SOe9d15369,P7e94cb04,2,1857.62,0.0,3715.24
SO45b2b4dd,P2be52bb7,4,1221.93,0.0,4887.72
SO45b2b4dd,P60295ad9,3,394.99,0.1,1066.47
SO45b2b4dd,P681c50d2,4,899.01,0.0,3596.04
SO45b2b4dd,P1ed0e77b,9,27.0,0.1,218.73
SO18856a31,Pe5a125a2,2,1174.6,0.1,2114.28
SO18856a31,P80238d20,3,1293.23,0.0,3879.69
SO35f67483,P9da815f8,9,19.82,0.0,178.38
SO35f67483,P23dd0eb5,1,38.83,0.1,34.95
SO35f67483,P4f5b8304,8,1889.73,0.05,14361.95
SO35f67483,P681c50d2,9,899.01,0.1,7281.98
SOcda3782f,P7e945270,8,116.44,0.05,884.94
SOcda3782f,P37a0efc6,6,54.79,0.0,328.74
SOcda3782f,Pd32e1690,3,492.86,0.0,1478.58
SOcda3782f,Pf750a342,3,26.02,0.0,78.06
SO577c82c2,P9316c89b,7,242.26,0.05,1611.01
SOdcc6383b,P80238d20,4,1293.23,0.0,5172.92
SO7db34e33,P984b9129,2,838.48,0.0,1676.96
SOeb08606d,P5aa6cacb,8,1039.1,0.0,8312.8
SOeb08606d,Pb2f63edd,4,66.15,0.1,238.14
SOeb08606d,P9da815f8,10,19.82,0.05,188.29
SOeb08606d,Pb880a595,3,299.47,0.0,898.41
SO1fc7b9c4,P150673c5,8,984.52,0.05,7482.35
SO1fc7b9c4,P02cf2087,7,663.35,0.0,4643.45
SO1fc7b9c4,P5aa6cacb,10,1039.1,0.05,9871.45
SO1fc7b9c4,Pf519fe1a,4,302.01,0.0,1208.04
SO0ffc6bbe,P5aa6cacb,6,1039.1,0.05,5922.87
SO0ffc6bbe,Pf750a342,5,27.88,0.1,125.44
SOca037c78,Pde32edf4,7,49.43,0.0,346.01
SOca037c78,P7834e026,1,424.43,0.1,381.99
SOca037c78,P80238d20,5,1293.23,0.0,6466.15
SO361f32d5,P2c5c4414,7,949.89,0.0,6649.23
SOa290a12e,Pcd326c9b,9,782.72,0.05,6692.26
SOa290a12e,Pd32e1690,9,492.86,0.1,3992.17
SOa290a12e,P23dd0eb5,8,39.02,0.05,296.54
SOa290a12e,Pafb5ceb2,3,95.65,0.0,286.95
SO06ebef94,P58d33e21,3,542.48,0.05,1546.07
SO06ebef94,Pbe069892,10,67.45,0.0,674.5
SO7672e1a1,Pb1eb6aa3,10,282.15,0.0,2821.5
SO7f8a0ec3,P33796485,9,158.18,0.0,1423.62
SO7f8a0ec3,P0260b04c,5,56.19,0.1,252.86
SO7f8a0ec3,Pd0fa0e9f,9,875.81,0.0,7882.29
SO7f8a0ec3,P499a265a,3,163.95,0.1,442.67
SO3d0d1b1b,Pd8ee6a2b,9,29.35,0.0,264.15
SOc222ea37,Pf519fe1a,2,302.01,0.1,543.62
SOc222ea37,P000b799a,6,33.44,0.05,190.6
SOd5ce2f40,Pfbad365e,8,857.42,0.0,6859.36
SOd5ce2f40,Pd0fa0e9f,1,875.81,0.05,832.02
SOd5ce2f40,Pe940f056,8,44.78,0.0,358.24
SOd5ce2f40,P5b233719,1,43.37,0.0,43.37
SOd5ce2f40,P0260b04c,4,52.64,0.0,210.56
SO51e6fc23,P91c57b81,7,821.44,0.1,5175.07
SO51e6fc23,P31008989,3,1020.53,0.0,3061.59
SOba43d56c,Pd8ee6a2b,3,29.35,0.0,88.05
SOba43d56c,P45a3e9ae,8,15.29,0.05,116.2
SOba43d56c,P60295ad9,8,394.99,0.0,3159.92
SOba43d56c,P2c5c4414,4,1007.92,0.1,3628.5
SOba43d56c,Pb702965e,7,332.28,0.05,2209.66
SOab5a7e76,P37a1cc45,9,37.45,0.05,320.2
SOab5a7e76,Pdab1267e,10,225.98,0.0,2259.8
SOc777d7e9,P5aa6cacb,10,1039.1,0.0,10391.0
SOc777d7e9,P1e256c76,6,959.16,0.1,5179.46
SOc777d7e9,Pf750a342,5,26.02,0.0,130.1
SOc777d7e9,Pdf9aaa73,8,1085.73,0.0,8685.84
SOcd4c0558,P0a45676d,3,780.51,0.05,2224.45
SOcd4c0558,Pe284be6f,1,192.48,0.0,192.48
SOcd4c0558,Pb0eb7e7d,7,483.35,0.0,3383.45
SOcd4c0558,P522845b5,8,77.77,0.1,559.94
SOcd4c0558,P9316c89b,5,270.57,0.05,1285.21
SO6e81d5c4,P5aa6cacb,8,1039.1,0.0,8312.8
SO6e81d5c4,P6e8901a4,4,161.43,0.1,581.15
SO6e81d5c4,Pd87e7c3b,8,109.32,0.05,830.83
SO239e62be,P1ab20abf,6,384.67,0.05,2192.62
SO239e62be,P2486f730,10,30.54,0.0,305.4
SO239e62be,Pd32e1690,8,492.86,0.05,3745.74
SO21e97680,Pa9b1f4ad,6,23.02,0.0,138.12
SOc9ff2ebb,P6bc3575d,2,483.96,0.05,919.52
SOc9ff2ebb,P35f6e13d,4,440.48,0.0,1761.92
SO1d01aa22,P37a0efc6,1,54.79,0.05,52.05
SO1d01aa22,P0260b04c,5,54.44,0.0,272.22
SO1d01aa22,Pa7d69348,1,89.61,0.0,89.61
SO4e6e11b6,Pd0fa0e9f,7,875.81,0.0,6130.67
SO39b5e781,Pe5a125a2,10,1234.27,0.0,12342.75
SO39b5e781,P1ab20abf,10,384.67,0.0,3846.7
SO7b8f9dce,Pbe069892,3,67.45,0.0,202.35
SO7b8f9dce,P15cb23c4,7,117.22,0.0,820.54
SO7b8f9dce,P681c50d2,7,899.01,0.0,6293.07
SO7b8f9dce,Pde32edf4,3,47.04,0.05,134.07
SO2358026f,P0fb2db2b,7,298.38,0.0,2088.66
SO2358026f,P02cf2087,7,663.35,0.0,4643.45
SO505d61cc,P522845b5,3,77.77,0.0,233.31
SO505d61cc,P1ab20abf,9,384.67,0.0,3462.03
SOf6829f13,P1ab20abf,2,384.67,0.0,769.34
SOf6829f13,Pcd326c9b,5,782.72,0.0,3913.6
SOf6829f13,P33796485,1,158.18,0.1,142.36
SO99a179f8,P266b08a1,7,24.23,0.0,169.61
SO99a179f8,P6e01d9a3,10,36.13,0.1,325.17
SO99a179f8,Pf4b7500e,4,214.7,0.0,858.8
SO99a179f8,P499a265a,1,146.95,0.0,146.95
SO5143e518,Pa9b1f4ad,6,23.02,0.0,138.12
SO30e7cfb7,P32e7cdce,1,1529.68,0.05,1453.2
SO30e7cfb7,P258ec8b0,5,163.29,0.05,775.63
SOcbb973ee,P984784d6,2,26.16,0.05,49.7
SOcbb973ee,Paa15aa91,9,194.75,0.0,1752.75
SO80cebe61,P309cbd26,6,141.45,0.1,763.83
SO3db17db2,P5c3dbd2c,4,235.85,0.0,943.41
SO3db17db2,P4f5b8304,7,1889.73,0.0,13228.11
SO3db17db2,P984784d6,4,26.16,0.0,104.64
SO3db17db2,P15cb23c4,10,117.22,0.0,1172.2
SO3db17db2,Pf519fe1a,7,302.01,0.0,2114.07
SO5a252809,P0a45676d,3,823.1,0.05,2345.84
SO5a252809,Pe93cc4c1,7,26.91,0.1,169.53
SO729c3bb7,Pf750a342,3,26.02,0.05,74.16
SO729c3bb7,Pbe069892,7,67.45,0.0,472.15
SO729c3bb7,P000b799a,8,34.16,0.0,273.28
SOe0d09c21,Pf4b7500e,1,193.69,0.1,174.32
SOe0d09c21,Pde32edf4,7,53.79,0.0,376.54
SOe40edee6,P8af6ce4c,1,8.17,0.05,7.76
SO148c0a85,P5e8909d4,1,1155.01,0.0,1155.01
SO148c0a85,Pe704ab75,5,418.22,0.0,2091.1
SO093e9e1b,P15cb23c4,6,108.79,0.1,587.44
SO145c9246,Pdae71328,6,885.61,0.05,5047.98
SO1515007e,Pb0eb7e7d,2,483.35,0.0,966.7
SO1515007e,P21e20ef8,10,325.42,0.05,3091.49
SOd80dbf0e,P2be52bb7,6,1221.93,0.05,6965.0
SOd80dbf0e,Pdb48c9ee,2,149.3,0.05,283.67
SOd80dbf0e,P2c5c4414,3,949.89,0.0,2849.67
SOd80dbf0e,Pbe069892,7,67.45,0.1,424.94
SO91aa1ba1,P2c5c4414,8,1028.02,0.0,8224.18
SOe0dd5a51,Pa8d55241,9,251.11,0.0,2259.99
SOe0dd5a51,P15cb23c4,10,117.22,0.0,1172.2
SOe0dd5a51,Pcd326c9b,8,782.72,0.05,5948.67
SOe0dd5a51,P98c0192a,5,217.16,0.0,1085.8
SO12866dcb,P5c3dbd2c,3,221.39,0.05,630.96
SOaa3399ea,Pb1d42b13,2,142.4,0.05,270.56
SOaa3399ea,Pde32edf4,8,49.43,0.0,395.44
SOaa3399ea,Pededdd25,4,405.59,0.05,1541.24
SOaa3399ea,P60295ad9,4,371.85,0.1,1338.65
SOaa3399ea,P6e8901a4,9,161.43,0.0,1452.87
SOa6b85bbb,P8b160812,4,14.48,0.0,57.92
SOa6b85bbb,P15cb23c4,3,109.92,0.0,329.77
SOa6b85bbb,P8af6ce4c,10,8.17,0.0,81.7
SOa6b85bbb,Pf519fe1a,10,302.01,0.0,3020.1
SOced560dc,P1e256c76,8,959.16,0.1,6905.95
SOced560dc,P150673c5,7,984.52,0.0,6891.64
SOced560dc,Pb702965e,2,332.28,0.05,631.33
SOced560dc,P64ecb39d,10,678.21,0.0,6782.1
SOced560dc,P1ab20abf,5,384.67,0.1,1731.02
SO8c72804c,Pdab1267e,9,225.98,0.0,2033.82
SO8c72804c,Pf750a342,8,26.02,0.0,208.16
SO8c72804c,Pd87e7c3b,9,107.74,0.0,969.67
SOcf04a429,P8b160812,2,14.48,0.0,28.96
SOf17a4b46,Pd8ee6a2b,2,29.35,0.0,58.7
SOf17a4b46,P309cbd26,9,141.45,0.05,1209.4
SOf17a4b46,P768564ac,6,150.16,0.1,810.86
SO92d53b03,P059dae10,2,953.58,0.0,1907.16
SO92d53b03,P1ed0e77b,8,24.93,0.0,199.44
SO92d53b03,P58d33e21,2,542.48,0.05,1030.71
SO18e1a407,P059dae10,1,953.58,0.0,953.58
SO18e1a407,P64ecb39d,3,678.21,0.0,2034.63
SO18e1a407,P681c50d2,3,899.01,0.0,2697.03
SO18e1a407,Pafb5ceb2,2,94.99,0.0,189.97
SO17d303f2,P02cf2087,6,619.62,0.0,3717.74
SO7de5d9fa,P45a3e9ae,5,15.29,0.05,72.63
SO7de5d9fa,P266b08a1,3,24.23,0.0,72.69
SO649f96b1,Pe940f056,5,44.78,0.0,223.9
SO7884154f,P309cbd26,2,141.45,0.0,282.9
SO7884154f,P2c5c4414,5,949.89,0.1,4274.51
SO7884154f,P51bcf5d2,4,8.42,0.1,30.31
SO7884154f,P5c3dbd2c,9,221.39,0.05,1892.88
SO7884154f,P37a0efc6,6,54.79,0.05,312.3
SOe5917c17,Pf750a342,9,26.02,0.0,234.18
SOe5917c17,Pa7d69348,6,89.61,0.1,483.89
SOe5917c17,Pb0eb7e7d,9,483.35,0.1,3915.14
SOe5917c17,P9316c89b,2,265.48,0.05,504.41
SOf1b52e3e,P55e4365b,10,717.08,0.0,7170.8
SOf1b52e3e,P2c5c4414,1,949.89,0.0,949.89
SOf1b52e3e,P32e7cdce,3,1529.68,0.0,4589.04
SO2d472997,P64ecb39d,2,678.21,0.0,1356.42
SO2d472997,Pe93cc4c1,4,26.91,0.05,102.26
SO2d472997,P5b233719,10,43.37,0.0,433.7
SO2d472997,P499a265a,1,156.56,0.1,140.9
SO2d472997,Pdf9aaa73,9,1085.73,0.0,9771.57
SO250f25ac,P6e8901a4,7,161.43,0.0,1130.01
SO250f25ac,Pf750a342,7,26.02,0.05,173.03
SO250f25ac,P7834e026,6,412.5,0.0,2475.0
SO250f25ac,Pa7ae716f,5,13.28,0.1,59.76
SO30c8a40a,P266b08a1,3,26.51,0.1,71.56
SO30c8a40a,P37a0efc6,2,54.79,0.0,109.58
SO30c8a40a,P6e01d9a3,4,36.13,0.0,144.52
SO30c8a40a,P5c3dbd2c,9,221.39,0.1,1793.26
SO14479fae,P000b799a,1,30.86,0.0,30.86
SO14479fae,P37a0efc6,8,54.79,0.0,438.32
SO14479fae,P0fb2db2b,8,298.38,0.0,2387.04
SO392648ad,P266b08a1,1,24.23,0.0,24.23
SO392648ad,P059dae10,5,953.58,0.0,4767.9
SO392648ad,Pb880a595,1,303.7,0.1,273.33
SOa07ba345,P6d3e39ee,4,1036.87,0.0,4147.48
SOa07ba345,Pcd326c9b,9,782.72,0.0,7044.48
SOa07ba345,P02cf2087,7,618.71,0.05,4114.45
SOa07ba345,P9316c89b,9,265.48,0.0,2389.32
SO67d010cb,Pdb48c9ee,10,149.3,0.1,1343.7
SO3d8770d7,P150673c5,8,984.52,0.0,7876.16
SO3d8770d7,P266b08a1,2,24.23,0.0,48.46
SO3d8770d7,P7e945270,9,116.44,0.0,1047.96
SO3d8770d7,P7e94cb04,8,1869.13,0.0,14953.04
SO3d8770d7,P37a1cc45,7,37.45,0.1,235.94
SOf7bd1a26,P60295ad9,1,421.03,0.0,421.03
SOf7bd1a26,P0fb2db2b,3,298.38,0.1,805.63
SOf7bd1a26,P6e8901a4,1,161.43,0.0,161.43
SOd982d8d5,P8af6ce4c,2,8.17,0.1,14.71
SOd6c9306f,P5b233719,2,43.37,0.0,86.74
SOd6c9306f,Pdab1267e,8,225.98,0.0,1807.84
SO9b3327db,P21e20ef8,7,325.42,0.0,2277.94
SO9b3327db,P150673c5,8,984.52,0.05,7482.35
SO9b3327db,P266b08a1,4,24.23,0.0,96.92
SO9b3327db,Pdb48c9ee,2,149.3,0.0,298.6
SO9b3327db,P37a1cc45,9,37.45,0.1,303.35
SOec698dc3,Pa99221e5,2,26.42,0.0,52.84
SO1db18bc8,Pdae71328,6,961.13,0.05,5478.43
SO1db18bc8,Pa7ae716f,3,13.28,0.0,39.84
SO1db18bc8,P8af6ce4c,10,8.17,0.1,73.53
SO1db18bc8,Pb1d42b13,6,142.4,0.1,768.96
SO5204b7f4,Pb1d42b13,6,142.4,0.0,854.4
SO5204b7f4,P98c0192a,9,217.16,0.0,1954.44
SO5204b7f4,P37a0efc6,9,54.79,0.0,493.11
SO5204b7f4,Pe704ab75,3,418.22,0.0,1254.66
SOd69d1043,P98c0192a,2,217.16,0.0,434.32
SOd69d1043,Pe940f056,3,44.78,0.0,134.34
SOd69d1043,P499a265a,7,156.56,0.0,1095.92
SO13221c30,Pb880a595,5,303.7,0.0,1518.5
SO13221c30,Pa7d69348,9,89.61,0.0,806.49
SO13221c30,Pe704ab75,4,418.22,0.1,1505.59
SO8c151615,P37a1cc45,7,37.45,0.1,235.94
SO8c151615,P8b160812,8,14.48,0.05,110.05
SO8c151615,P64ecb39d,7,678.21,0.1,4272.72
SO8c151615,P51bcf5d2,3,8.42,0.0,25.26
SO8c151615,P4f5b8304,1,1889.73,0.0,1889.73
SOdc4250cd,P2486f730,9,30.54,0.1,247.37
SOdc4250cd,P7af6bba0,1,15.61,0.05,14.83
SOdc4250cd,Pdb48c9ee,2,149.3,0.05,283.67
SOdc4250cd,P0a45676d,7,780.51,0.0,5463.57
SO199d3e37,P2c5c4414,1,949.89,0.05,902.4
SO199d3e37,Pdbd241d0,3,127.58,0.0,382.74
SO199d3e37,P6e8901a4,1,161.43,0.0,161.43
SOd20b2be1,Pd87e7c3b,6,106.08,0.05,604.67
SOd20b2be1,P31008989,8,924.73,0.0,7397.85
SOd20b2be1,Pe704ab75,3,418.22,0.0,1254.66
SOd20b2be1,P32e7cdce,2,1529.68,0.0,3059.36
SOd20b2be1,Pa8d55241,10,237.82,0.0,2378.21
SOdba3bcf2,P71923486,9,119.3,0.0,1073.7
SOdba3bcf2,Pe93cc4c1,2,26.91,0.0,53.82
SOdba3bcf2,Pfbad365e,5,857.42,0.0,4287.1
SOdba3bcf2,P23dd0eb5,4,38.83,0.0,155.32
SOd1f75737,P98c0192a,10,217.16,0.0,2171.6
SOd1f75737,Pa8d55241,4,251.11,0.0,1004.44
SOd1f75737,Pb880a595,10,294.23,0.1,2648.04
SOd1f75737,P0fb2db2b,2,268.9,0.0,537.79
SOd1f75737,P000b799a,9,34.16,0.0,307.44
SO2a106be9,Pd8ee6a2b,6,29.35,0.05,167.3
SO2a106be9,Pe284be6f,1,203.58,0.1,183.22
SO2a106be9,P0a45676d,3,780.51,0.05,2224.45
SO985ac181,Pa8d55241,7,240.8,0.0,1685.59
SO985ac181,P60295ad9,8,394.99,0.1,2843.93
SO985ac181,P681c50d2,7,899.01,0.0,6293.07
SO985ac181,P499a265a,2,156.56,0.05,297.46
SO985ac181,P98c0192a,9,217.16,0.1,1759.0
SOff573bdd,P768564ac,1,150.16,0.0,150.16
SOff573bdd,P71923486,8,119.3,0.05,906.68
SOff573bdd,P2be52bb7,5,1221.93,0.0,6109.65
SOff573bdd,Pb1eb6aa3,9,282.15,0.0,2539.35
SOf7fc00c4,Pf750a342,10,26.02,0.0,260.2
SOf7fc00c4,P258ec8b0,5,163.29,0.0,816.45
SOf7fc00c4,P059dae10,3,953.58,0.0,2860.74
SOf7fc00c4,P60295ad9,9,394.99,0.05,3377.16
SOf7fc00c4,Pbbae2dd5,2,479.25,0.0,958.5
SO6bf8c7b7,P6bc3575d,10,483.96,0.0,4839.6
SO6bf8c7b7,P681c50d2,10,899.01,0.0,8990.1
SO6bf8c7b7,P6e01d9a3,1,36.13,0.0,36.13
SOc6914388,Pededdd25,10,405.59,0.0,4055.9
SOc6914388,Pb2f63edd,10,66.15,0.0,661.5
SO61230ba1,P681c50d2,9,835.13,0.0,7516.16
SO61230ba1,Pb880a595,2,303.7,0.0,607.4
SO61230ba1,Pe5a125a2,1,1174.6,0.05,1115.87
SO61230ba1,P21e20ef8,9,333.89,0.05,2854.8
SO568979b7,P32e7cdce,6,1529.68,0.0,9178.08
SO568979b7,P309cbd26,6,141.45,0.05,806.26
SO568979b7,Pa99221e5,8,26.42,0.0,211.36
SO568979b7,Peba8359e,1,351.63,0.0,351.63
SO568979b7,P984b9129,8,838.48,0.05,6372.45
SOb4ea1861,Pde32edf4,2,49.43,0.0,98.86
SOb4ea1861,Paa15aa91,7,194.75,0.0,1363.25
SOb4ea1861,Pe93cc4c1,2,26.72,0.0,53.44
SOb4ea1861,P768564ac,7,162.72,0.0,1139.03
SO7f6e6622,Pdf9aaa73,5,1085.73,0.0,5428.65
SO7f6e6622,Pde32edf4,6,49.43,0.0,296.58
SO7f6e6622,Pfd577618,6,139.47,0.0,836.82
SO7f6e6622,Pb702965e,1,332.28,0.05,315.67
SO0fd3218f,P35f6e13d,6,440.48,0.05,2510.74
SO0fd3218f,P9316c89b,1,256.74,0.0,256.74
SO64ca0b65,P768564ac,3,150.16,0.0,450.48
SO64ca0b65,Pbbae2dd5,4,479.25,0.0,1917.0
SO64ca0b65,P2be52bb7,6,1221.93,0.05,6965.0
SO9127481d,P150673c5,2,984.52,0.1,1772.14
SO9127481d,Pdbd241d0,3,127.58,0.0,382.74
SO9127481d,P7af6bba0,8,15.61,0.05,118.64
SOf80a1abb,P7834e026,6,405.18,0.0,2431.09
SOf1fedb84,P51bcf5d2,1,8.42,0.0,8.42
SOf1fedb84,Pfd577618,10,139.47,0.0,1394.7
