transaction_id,product_id,transaction_type,quantity,transaction_date,unit_cost,location,reference_document,status
T9dbfd477,P7af6bba0,Eingang,63,2023-09-01 21:06:45,10.927,Hauptlager,REF11075,Geplant
Ta8d06fc9,Pe940f056,Bestandskorrektur,5,2024-05-17 21:33:24,31.346,Außenlager,REF775706,Geplant
Tca1a95e2,P1ed0e77b,Bestandskorrektur,3,2023-06-30 03:16:31,17.450999999999997,Versand,REF14781,In Bearbeitung
T29e37764,Pb702965e,Retoure,4,2023-07-10 02:36:25,232.59599999999998,Außenlager,REF179006,In Bearbeitung
T75bbf20d,P8b160812,Bestandskorrektur,-2,2023-01-14 22:34:21,10.136,Versand,REF121150,In Bearbeitung
T14abce0a,P522845b5,Eingang,15,2024-05-19 23:58:58,54.43899999999999,Hauptlager,REF646138,Abgeschlossen
T8ac2d9f7,P7326f7f4,Bestandskorrektur,3,2023-09-16 21:24:12,30.205,Retouren,REF865696,Abgeschlossen
Ta19f3d04,Pd87e7c3b,Ausgang,-17,2023-08-19 14:58:16,76.52399999999999,Versand,REF249756,Abgeschlossen
Ta52f2286,P7e94cb04,Bestandskorrektur,-4,2024-06-01 12:57:19,1308.391,Hauptlager,REF519169,Geplant
T05fd99e3,Pafb5ceb2,Eingang,52,2024-06-14 13:51:24,66.955,Außenlager,REF535889,Geplant
T8368ec7e,P4f5b8304,Ausgang,-16,2023-03-26 09:05:27,1322.811,Retouren,REF73526,Abgeschlossen
T8d9abe07,,Ausgang,-3,2023-12-31 04:34:30,,Hauptlager,REF794824,Abgeschlossen
T95683549,,Bestandskorrektur,1,2023-06-15 01:52:03,,Versand,REF109513,Abgeschlossen
T72d2cc91,,Eingang,32,2023-04-01 02:22:45,,Versand,REF347018,In Bearbeitung
T5ced0421,Pd87e7c3b,Eingang,70,2024-01-12 01:44:27,76.52399999999999,Hauptlager,REF324291,Geplant
Tdbc5312d,Pe5a125a2,Retoure,1,2023-11-29 08:12:36,822.2199999999999,Hauptlager,REF419419,Abgeschlossen
Tfa598db0,,Retoure,3,2024-09-30 01:29:30,,Hauptlager,REF946301,In Bearbeitung
T5876f71a,P6e8901a4,Retoure,2,2023-09-03 17:18:23,113.00099999999999,Hauptlager,REF453779,Abgeschlossen
T5a4ad24b,P80238d20,Retoure,1,2024-09-20 05:09:47,905.261,Retouren,REF718813,Abgeschlossen
T52c0384e,P31008989,Bestandskorrektur,-4,2024-06-25 06:47:07,714.371,Retouren,REF601079,Abgeschlossen
T8e515008,,Ausgang,-18,2024-12-15 11:23:42,,Hauptlager,REF846487,Abgeschlossen
T89375875,P7e945270,Ausgang,-5,2023-07-18 10:19:02,81.508,Versand,REF576438,Geplant
T775f1ffd,,Bestandskorrektur,1,2024-01-06 11:08:09,,Hauptlager,REF677578,Geplant
T07328330,,Eingang,18,2023-01-08 11:11:34,,Außenlager,REF615718,In Bearbeitung
T5c6b9baf,P2e3f25bf,Ausgang,-15,2023-07-02 18:55:42,27.468,Hauptlager,REF495049,Geplant
T11365994,P6bc3575d,Retoure,2,2023-07-22 16:27:48,338.772,Hauptlager,REF259518,Abgeschlossen
Tb5fd1054,,Bestandskorrektur,3,2024-10-07 20:44:33,,Hauptlager,REF887671,Geplant
Ta7380c51,Pde32edf4,Bestandskorrektur,-2,2024-06-26 17:25:26,34.601,Retouren,REF588045,Geplant
T450ac0cf,P37a1cc45,Eingang,84,2024-10-06 02:18:42,26.215,Retouren,REF200090,In Bearbeitung
T928640d2,Pdab1267e,Eingang,34,2023-11-07 13:00:50,158.18599999999998,Außenlager,REF654341,In Bearbeitung
T60fca3fb,Pb2f63edd,Eingang,80,2023-06-21 09:49:39,46.305,Außenlager,REF820498,In Bearbeitung
Tf745ce6d,Paa15aa91,Ausgang,-20,2024-10-11 11:47:47,136.325,Retouren,REF978571,In Bearbeitung
T0471e338,P45a3e9ae,Retoure,3,2023-07-06 02:19:04,10.703,Versand,REF953293,Geplant
T8861857b,,Ausgang,-5,2023-05-24 05:18:20,,Hauptlager,REF380433,In Bearbeitung
Ted2dbf93,Pafb5ceb2,Retoure,1,2024-11-01 20:39:34,66.955,Retouren,REF359332,Abgeschlossen
Tfe1c56af,P5b233719,Ausgang,-2,2023-06-19 14:56:02,30.358999999999995,Hauptlager,REF833345,Abgeschlossen
Td485595c,P15cb23c4,Bestandskorrektur,0,2023-07-29 18:07:30,82.05399999999999,Hauptlager,REF756931,Abgeschlossen
Te6578ee0,Pe93cc4c1,Bestandskorrektur,1,2024-01-18 06:59:14,18.837,Hauptlager,REF892657,Geplant
T1494c560,,Bestandskorrektur,-4,2024-09-05 08:26:09,,Außenlager,REF579955,Abgeschlossen
Ta92a8bb2,Pdb48c9ee,Retoure,3,2023-04-13 13:50:18,104.51,Hauptlager,REF454544,In Bearbeitung
T689cd97f,Pdb48c9ee,Retoure,5,2024-08-24 18:30:15,104.51,Hauptlager,REF537856,Abgeschlossen
T2276a61b,Pbbae2dd5,Eingang,16,2024-09-11 05:27:25,335.47499999999997,Versand,REF595096,Abgeschlossen
T887f1f8f,P1ed0e77b,Bestandskorrektur,1,2023-09-24 11:07:20,17.450999999999997,Hauptlager,REF971697,Abgeschlossen
T861fedfe,,Ausgang,-7,2024-07-25 16:15:57,,Außenlager,REF585186,Abgeschlossen
T05c82d21,P499a265a,Eingang,10,2023-12-17 22:19:12,109.592,Hauptlager,REF136735,In Bearbeitung
Tb8b96e1c,,Bestandskorrektur,-2,2023-11-15 16:37:20,,Versand,REF378332,Abgeschlossen
T728ed799,P58d33e21,Ausgang,-19,2024-10-02 18:08:05,379.736,Versand,REF726190,In Bearbeitung
Ta879c624,,Eingang,15,2024-02-24 04:36:27,,Außenlager,REF918175,Abgeschlossen
Tbba2e82f,,Retoure,2,2023-05-04 16:01:10,,Versand,REF116730,Geplant
T3bb064e8,,Ausgang,-18,2023-09-21 08:49:25,,Versand,REF343349,Geplant
T8d337c3a,P2c5c4414,Ausgang,-20,2024-05-26 13:31:37,664.923,Retouren,REF87332,In Bearbeitung
T70e80f54,P768564ac,Eingang,58,2024-11-21 12:29:25,105.112,Versand,REF362077,In Bearbeitung
Tcb5f80ec,Pe284be6f,Ausgang,-20,2024-01-07 09:39:35,134.736,Retouren,REF975479,Abgeschlossen
Td1bebb20,P71923486,Retoure,3,2023-10-18 12:59:14,83.50999999999999,Außenlager,REF833926,Abgeschlossen
T09084230,P681c50d2,Eingang,33,2023-03-27 07:49:44,629.3069999999999,Retouren,REF23546,Geplant
Tc560fec9,P15cb23c4,Eingang,68,2024-11-16 13:52:31,82.05399999999999,Hauptlager,REF961182,Abgeschlossen
Tafde049d,P71923486,Retoure,2,2023-01-13 02:11:48,83.50999999999999,Retouren,REF525099,Geplant
T2694a8d1,P7326f7f4,Retoure,2,2024-02-21 05:06:51,30.205,Versand,REF403981,Abgeschlossen
Tbfcd3762,P5b233719,Retoure,2,2024-03-31 19:21:13,30.358999999999995,Außenlager,REF18456,In Bearbeitung
T443bfa81,P21e20ef8,Eingang,68,2024-01-28 01:20:37,227.79399999999998,Versand,REF522507,Geplant
T50a7ef48,P02cf2087,Bestandskorrektur,-5,2024-02-19 13:46:20,464.34499999999997,Hauptlager,REF664181,In Bearbeitung
Ta2c3ae86,Pcd326c9b,Eingang,32,2024-05-29 22:15:06,547.904,Hauptlager,REF372802,Abgeschlossen
T0f2b3a51,P150673c5,Ausgang,-14,2024-02-11 05:26:46,689.164,Hauptlager,REF893106,Abgeschlossen
Taa2f97ce,P45a3e9ae,Eingang,56,2024-04-11 13:18:40,10.703,Außenlager,REF39884,Geplant
T5c642758,P059dae10,Eingang,91,2023-03-03 11:24:00,667.506,Versand,REF571208,Abgeschlossen
T1f842312,P150673c5,Ausgang,-2,2023-12-05 11:17:17,689.164,Retouren,REF940661,In Bearbeitung
Tf3bede95,Pd0fa0e9f,Ausgang,-16,2023-02-07 22:17:40,613.0669999999999,Außenlager,REF830900,Abgeschlossen
T41186012,,Bestandskorrektur,3,2023-08-21 08:56:23,,Außenlager,REF699056,Abgeschlossen
Ta404b4d1,,Eingang,23,2023-08-08 08:39:19,,Hauptlager,REF954561,Abgeschlossen
Tb3fe4bf2,P0fb2db2b,Retoure,5,2024-03-24 02:47:44,208.86599999999999,Außenlager,REF960024,In Bearbeitung
T0eb14cbd,Pa7d69348,Retoure,4,2023-11-10 16:02:46,62.727,Retouren,REF555351,Geplant
Te3d7aa9a,Pb880a595,Retoure,3,2023-02-06 08:39:33,212.58999999999997,Retouren,REF499622,Geplant
Td206b3a2,Pde32edf4,Eingang,10,2024-05-22 15:24:13,34.601,Hauptlager,REF985573,Abgeschlossen
T3a9257c9,Pdae71328,Retoure,4,2024-09-05 11:15:20,619.927,Versand,REF116247,Abgeschlossen
Tfa5c483e,P000b799a,Bestandskorrektur,-1,2024-05-29 03:39:29,23.911999999999995,Retouren,REF625878,In Bearbeitung
T71a63180,,Ausgang,-14,2023-08-23 20:51:54,,Versand,REF876697,In Bearbeitung
Tc4feebde,P7e94cb04,Eingang,39,2023-11-28 22:40:21,1308.391,Außenlager,REF322978,Abgeschlossen
T85591f78,P6e8901a4,Bestandskorrektur,-5,2023-03-20 17:47:43,113.00099999999999,Hauptlager,REF535827,Abgeschlossen
T01e36ee4,Pafb5ceb2,Bestandskorrektur,1,2023-05-15 00:07:47,66.955,Außenlager,REF874927,Geplant
Taefe4655,,Ausgang,-7,2023-12-22 15:44:29,,Hauptlager,REF289705,Geplant
Ta446e2a8,,Bestandskorrektur,-2,2023-10-05 11:11:41,,Retouren,REF249008,Abgeschlossen
Tb640a679,P31008989,Ausgang,-9,2024-11-28 22:40:45,714.371,Versand,REF745749,In Bearbeitung
T99a9950c,Pb1eb6aa3,Bestandskorrektur,-4,2023-09-13 08:28:55,197.50499999999997,Retouren,REF603602,Geplant
T34b3a2b1,,Bestandskorrektur,-4,2023-06-25 04:56:54,,Hauptlager,REF474712,Abgeschlossen
Te10fd984,,Retoure,2,2024-09-19 19:13:47,,Hauptlager,REF44212,Abgeschlossen
Tcd4d5b18,P2e3f25bf,Bestandskorrektur,5,2023-02-25 08:38:32,27.468,Versand,REF220207,Geplant
T571312ea,P91c57b81,Eingang,75,2023-12-14 21:44:38,575.008,Hauptlager,REF68749,Abgeschlossen
T1c3e1bef,Pb1d42b13,Retoure,1,2023-08-08 19:50:57,99.67999999999999,Retouren,REF436269,In Bearbeitung
Tba4997ca,Pb1d42b13,Eingang,23,2024-03-14 21:51:45,99.67999999999999,Retouren,REF976755,Abgeschlossen
T9a49092c,P768564ac,Eingang,89,2024-09-16 17:44:23,105.112,Retouren,REF139746,Geplant
T5c2ee5a6,,Eingang,93,2024-02-07 22:44:57,,Retouren,REF1967,Abgeschlossen
T3d9631ab,P5e8909d4,Eingang,39,2023-02-24 14:03:57,808.507,Außenlager,REF229014,In Bearbeitung
T9fd0efab,P5c3dbd2c,Ausgang,-7,2023-04-30 00:40:28,154.97299999999998,Hauptlager,REF865252,Geplant
Tfeac51ca,P9316c89b,Retoure,2,2024-01-06 16:32:27,185.836,Retouren,REF870274,Geplant
Ta794e3ac,P35f6e13d,Retoure,4,2023-03-22 22:55:35,308.336,Hauptlager,REF228330,In Bearbeitung
T4e6a2c1e,P1ab20abf,Eingang,88,2024-10-25 13:06:14,269.269,Hauptlager,REF414987,Geplant
T2e2df836,Pdb48c9ee,Retoure,5,2024-07-31 06:12:01,104.51,Versand,REF844205,In Bearbeitung
T555ec8c7,,Eingang,54,2024-08-14 15:03:31,,Außenlager,REF129806,Geplant
Tc64f2699,Pb1d42b13,Ausgang,-17,2023-04-27 18:37:06,99.67999999999999,Außenlager,REF268106,In Bearbeitung
Tf6b5906e,Pb0eb7e7d,Ausgang,-8,2023-10-26 06:28:37,338.34499999999997,Hauptlager,REF95042,Abgeschlossen
T0603930d,P37a0efc6,Bestandskorrektur,-1,2023-03-15 17:59:41,38.352999999999994,Retouren,REF50067,In Bearbeitung
T7778cf61,,Eingang,31,2023-08-06 20:33:16,,Hauptlager,REF182712,In Bearbeitung
T2b362355,P5e8909d4,Eingang,94,2024-03-18 05:28:25,808.507,Außenlager,REF752163,In Bearbeitung
Tda871d9f,,Ausgang,-6,2024-10-24 20:42:33,,Versand,REF283896,In Bearbeitung
Tb5235630,P0fb2db2b,Ausgang,-6,2024-04-23 21:45:27,208.86599999999999,Hauptlager,REF66767,Geplant
Te79f435f,P98c0192a,Ausgang,-18,2023-01-15 07:47:12,152.012,Außenlager,REF977279,In Bearbeitung
T621b5752,P1ab20abf,Bestandskorrektur,0,2023-03-04 05:20:26,269.269,Hauptlager,REF776593,Abgeschlossen
Tb173c1b9,Pededdd25,Eingang,74,2023-03-02 02:14:55,283.91299999999995,Versand,REF745964,Geplant
T51850913,Pdb48c9ee,Retoure,5,2024-06-06 06:28:51,104.51,Hauptlager,REF702357,Geplant
Tc4811c2c,P7326f7f4,Retoure,2,2024-08-04 23:24:39,30.205,Hauptlager,REF731820,Geplant
T6e6d1ab6,,Bestandskorrektur,4,2024-11-22 22:39:21,,Außenlager,REF551788,Abgeschlossen
T42f1ac57,Pafb5ceb2,Eingang,55,2024-02-19 14:07:10,66.955,Außenlager,REF565615,Abgeschlossen
T03e44775,Pa7d69348,Retoure,5,2024-10-11 05:19:08,62.727,Versand,REF292279,In Bearbeitung
T4de2b38c,Pe284be6f,Ausgang,-5,2024-06-24 12:54:03,134.736,Außenlager,REF8998,In Bearbeitung
T1ec559e6,P0a45676d,Eingang,88,2024-04-07 14:44:55,546.357,Versand,REF723958,In Bearbeitung
T6e5d3ee5,P309cbd26,Ausgang,-6,2023-07-15 12:48:03,99.01499999999999,Retouren,REF79922,Abgeschlossen
T2d2e8744,P51bcf5d2,Bestandskorrektur,-2,2024-05-27 02:42:08,5.893999999999999,Außenlager,REF661524,Geplant
T8e1984cd,P71923486,Eingang,49,2023-09-21 03:51:20,83.50999999999999,Hauptlager,REF48241,Geplant
Tc7511ce8,,Ausgang,-1,2023-10-03 03:27:37,,Außenlager,REF785143,Geplant
T1e2e53e2,P21e20ef8,Retoure,4,2023-08-30 02:52:57,227.79399999999998,Retouren,REF42223,In Bearbeitung
Tdf796be2,P5aa6cacb,Bestandskorrektur,-3,2024-05-21 16:00:37,727.3699999999999,Retouren,REF862552,Abgeschlossen
Td15d4e62,,Eingang,82,2023-12-07 21:16:54,,Hauptlager,REF373038,Geplant
Tc6541749,P58d33e21,Bestandskorrektur,3,2023-01-10 12:32:22,379.736,Versand,REF636658,Abgeschlossen
T7a0b6e56,P32e7cdce,Ausgang,-11,2023-05-29 06:38:39,1070.776,Versand,REF358854,Abgeschlossen
T8fe12284,P0260b04c,Bestandskorrektur,-1,2023-03-01 15:58:28,36.848,Außenlager,REF384160,Geplant
Tf1223e27,,Ausgang,-14,2023-08-31 16:37:11,,Versand,REF443754,In Bearbeitung
T143ab988,,Retoure,2,2024-05-26 00:48:27,,Hauptlager,REF361195,In Bearbeitung
Te134aafe,Pdf9aaa73,Bestandskorrektur,3,2023-06-24 06:10:32,760.011,Hauptlager,REF571561,Geplant
Tb1196944,Pe5a125a2,Ausgang,-15,2024-06-11 08:49:26,822.2199999999999,Außenlager,REF871325,Geplant
T7102b0c5,P5e8909d4,Bestandskorrektur,1,2023-07-03 20:38:18,808.507,Versand,REF820393,Geplant
T5f8f5376,P2486f730,Bestandskorrektur,-4,2023-10-09 14:59:30,21.377999999999997,Versand,REF891935,Geplant
T121e446e,P1ed0e77b,Eingang,19,2024-01-01 14:58:53,17.450999999999997,Hauptlager,REF5285,Geplant
Ta40a66eb,Pc7eb56da,Ausgang,-2,2024-10-05 03:31:59,352.86299999999994,Versand,REF681664,Abgeschlossen
T5ece7ad5,P80238d20,Eingang,94,2024-11-22 01:21:17,905.261,Retouren,REF73861,In Bearbeitung
Tdac8247b,P51bcf5d2,Eingang,83,2023-06-14 09:01:28,5.893999999999999,Versand,REF276461,Geplant
T1d8870c9,P51bcf5d2,Bestandskorrektur,-1,2024-08-24 10:04:59,5.893999999999999,Retouren,REF83960,Geplant
Te82e07f8,P8af6ce4c,Bestandskorrektur,-5,2023-05-21 23:42:08,5.718999999999999,Außenlager,REF603882,In Bearbeitung
Te1c7131e,Pdae71328,Ausgang,-5,2023-08-16 18:31:38,619.927,Versand,REF297106,Abgeschlossen
T305711df,P984b9129,Retoure,5,2024-08-18 00:33:40,586.9359999999999,Retouren,REF791123,Abgeschlossen
T2cb8192f,P64ecb39d,Retoure,1,2023-03-29 02:09:36,474.747,Außenlager,REF780171,Abgeschlossen
T5d089a97,,Ausgang,-19,2024-03-09 10:24:50,,Hauptlager,REF338435,In Bearbeitung
Ta440fb16,P8b160812,Bestandskorrektur,1,2024-03-30 21:11:10,10.136,Retouren,REF17513,In Bearbeitung
T5ba55b06,,Retoure,2,2023-08-21 15:33:30,,Außenlager,REF71002,In Bearbeitung
T582838e3,Peba8359e,Retoure,1,2024-07-29 22:11:01,231.54599999999996,Hauptlager,REF626788,Abgeschlossen
T017dee20,P522845b5,Eingang,41,2023-03-30 12:01:57,54.43899999999999,Hauptlager,REF621282,In Bearbeitung
T348f7a32,P258ec8b0,Bestandskorrektur,3,2024-05-09 23:18:48,114.30299999999998,Retouren,REF679150,In Bearbeitung
Tbf086ba3,,Retoure,2,2023-06-15 03:32:21,,Außenlager,REF390599,Abgeschlossen
T31bb4e8d,P0fb2db2b,Ausgang,-13,2023-12-17 12:48:58,208.86599999999999,Außenlager,REF404116,Abgeschlossen
Tb4ff61fc,P7834e026,Bestandskorrektur,-3,2024-05-23 05:29:51,288.75,Außenlager,REF955510,In Bearbeitung
Tb3242fd0,P0260b04c,Ausgang,-3,2024-06-02 14:16:44,36.848,Versand,REF665572,Geplant
T0812dcb4,P98c0192a,Bestandskorrektur,0,2024-06-27 06:44:40,152.012,Hauptlager,REF538975,Geplant
Tfff9dde4,P499a265a,Bestandskorrektur,2,2023-12-10 00:22:06,109.592,Hauptlager,REF222949,In Bearbeitung
T529353d0,P7e94cb04,Eingang,19,2024-04-08 14:38:13,1308.391,Versand,REF451335,In Bearbeitung
T35de4685,P1ed0e77b,Retoure,3,2024-02-20 15:19:07,17.450999999999997,Außenlager,REF459854,Abgeschlossen
Tabd22cd2,P6e8901a4,Eingang,12,2023-09-05 08:09:45,113.00099999999999,Retouren,REF261704,Abgeschlossen
Te3f21703,P80238d20,Retoure,4,2024-12-02 21:00:13,905.261,Retouren,REF640172,Geplant
Tffa7a7d8,P2c5c4414,Bestandskorrektur,-4,2024-12-30 00:48:12,664.923,Retouren,REF491870,In Bearbeitung
T726541e2,Pa9b1f4ad,Retoure,4,2024-02-03 17:18:14,16.113999999999997,Retouren,REF200780,In Bearbeitung
T6cb1e4b8,Pbe069892,Ausgang,-1,2024-12-12 16:43:23,47.214999999999996,Versand,REF638347,In Bearbeitung
Tb204ae9a,P64ecb39d,Retoure,5,2024-06-04 14:20:12,474.747,Außenlager,REF248186,In Bearbeitung
T5c1ecf8f,P60295ad9,Ausgang,-4,2024-07-15 01:04:43,276.493,Retouren,REF374939,In Bearbeitung
T176007dc,Pdf9aaa73,Eingang,23,2023-10-17 00:41:22,760.011,Hauptlager,REF558194,Geplant
T1a86f839,Pd0fa0e9f,Bestandskorrektur,3,2023-05-04 21:43:44,613.0669999999999,Außenlager,REF89271,Geplant
Tdcb7fc06,,Retoure,2,2024-01-15 18:20:25,,Versand,REF553283,Abgeschlossen
T341f28c0,Pafb5ceb2,Eingang,75,2023-11-09 19:04:12,66.955,Außenlager,REF364529,In Bearbeitung
Td51ffe66,Pb0eb7e7d,Ausgang,-14,2024-03-25 14:20:10,338.34499999999997,Versand,REF209945,In Bearbeitung
T2694f690,Pbbae2dd5,Ausgang,-2,2024-07-11 01:09:28,335.47499999999997,Hauptlager,REF138825,Abgeschlossen
T4000e08d,Pdb48c9ee,Retoure,1,2024-12-24 19:58:16,104.51,Retouren,REF155277,In Bearbeitung
Tb0505e22,P6e8901a4,Retoure,2,2023-10-23 13:23:24,113.00099999999999,Außenlager,REF657598,Abgeschlossen
Td5e9dfc0,Pafb5ceb2,Bestandskorrektur,-4,2024-10-31 04:17:57,66.955,Retouren,REF47529,Abgeschlossen
T33edac0b,P5aa6cacb,Bestandskorrektur,0,2023-08-31 01:48:31,727.3699999999999,Versand,REF621257,Geplant
Tb17a49aa,P7834e026,Retoure,5,2023-09-07 19:57:51,288.75,Außenlager,REF679725,Abgeschlossen
T7aa6f7ca,Pbe069892,Ausgang,-16,2023-04-14 09:26:41,47.214999999999996,Hauptlager,REF318892,Geplant
Tf2d80674,P1ab20abf,Ausgang,-6,2024-08-16 23:32:28,269.269,Versand,REF566294,Abgeschlossen
T119a362c,P0a45676d,Eingang,77,2024-07-10 20:26:13,546.357,Außenlager,REF270678,Geplant
T411e1512,P0260b04c,Eingang,98,2023-08-02 00:17:10,36.848,Versand,REF604466,In Bearbeitung
Tb002a0f5,,Bestandskorrektur,0,2023-05-24 23:29:09,,Hauptlager,REF369210,Geplant
T34d022d8,Pfd577618,Retoure,5,2024-02-19 15:45:36,97.62899999999999,Retouren,REF45304,Geplant
T406f8e48,P984b9129,Retoure,3,2023-04-28 20:28:02,586.9359999999999,Versand,REF342928,Geplant
Tae8b80f4,P15cb23c4,Ausgang,-2,2023-01-27 07:41:39,82.05399999999999,Hauptlager,REF361185,Geplant
T44d945af,Pe704ab75,Bestandskorrektur,2,2024-08-16 14:01:21,292.754,Außenlager,REF839101,Geplant
Tdbf862b7,P984b9129,Retoure,2,2024-06-02 18:26:11,586.9359999999999,Versand,REF925340,Abgeschlossen
Tededace6,,Eingang,76,2023-01-13 10:51:25,,Retouren,REF597382,Geplant
Tec8c3f96,Pb0eb7e7d,Bestandskorrektur,2,2023-10-09 20:35:18,338.34499999999997,Versand,REF917942,In Bearbeitung
Tc41864d1,Pb880a595,Eingang,97,2023-11-01 12:13:18,212.58999999999997,Außenlager,REF163778,Abgeschlossen
T8a21a1b6,Pf750a342,Ausgang,-20,2023-05-31 10:18:35,18.214,Hauptlager,REF489308,In Bearbeitung
T76f7f2ea,Pe940f056,Ausgang,-20,2024-10-31 20:11:58,31.346,Retouren,REF315438,Abgeschlossen
T394f9616,Pde32edf4,Eingang,94,2024-09-03 13:56:49,34.601,Retouren,REF340143,Abgeschlossen
T5d927df9,Pdae71328,Ausgang,-5,2023-02-18 16:10:57,619.927,Retouren,REF891520,Abgeschlossen
T97bc55d8,P7834e026,Ausgang,-9,2024-02-03 04:09:15,288.75,Retouren,REF938893,In Bearbeitung
Tcca0a9c4,P059dae10,Ausgang,-17,2023-04-07 14:07:19,667.506,Hauptlager,REF55027,Abgeschlossen
Tdfe3a9c0,,Eingang,46,2024-04-19 21:06:21,,Hauptlager,REF384047,Abgeschlossen
T42033784,Pdae71328,Bestandskorrektur,5,2023-12-19 02:39:15,619.927,Hauptlager,REF206973,Abgeschlossen
T5e9ae5c6,P91c57b81,Retoure,3,2024-03-31 05:47:06,575.008,Außenlager,REF307213,In Bearbeitung
T932dabf2,P15cb23c4,Bestandskorrektur,-4,2023-10-07 17:12:03,82.05399999999999,Versand,REF247350,Abgeschlossen
Tdf164ae5,P309cbd26,Ausgang,-9,2024-06-16 21:59:09,99.01499999999999,Außenlager,REF703888,In Bearbeitung
T013178da,P984784d6,Ausgang,-2,2023-05-24 19:42:24,18.311999999999998,Außenlager,REF498612,In Bearbeitung
Tcfcbaf5f,Pb880a595,Retoure,3,2023-07-23 15:40:12,212.58999999999997,Retouren,REF206290,Abgeschlossen
T8b630773,P60295ad9,Ausgang,-6,2024-12-15 06:35:34,276.493,Versand,REF409165,Abgeschlossen
T4ef5c034,P6e8901a4,Eingang,53,2024-05-01 12:58:46,113.00099999999999,Hauptlager,REF946271,Geplant
Ta3c7486c,P4f5b8304,Eingang,61,2023-12-30 00:34:32,1322.811,Versand,REF478282,Abgeschlossen
T1bc6070d,P2e3f25bf,Ausgang,-2,2023-03-08 16:10:41,27.468,Versand,REF815841,Abgeschlossen
Tda3c6622,Pfd577618,Bestandskorrektur,0,2024-07-02 15:38:31,97.62899999999999,Retouren,REF930058,Abgeschlossen
T8a8f69e2,Pa99221e5,Retoure,2,2024-11-24 08:03:02,18.494,Retouren,REF445355,In Bearbeitung
T8a16e24f,P2c5c4414,Ausgang,-5,2024-04-02 10:24:56,664.923,Retouren,REF168387,In Bearbeitung
T8eda20d4,P21e20ef8,Ausgang,-3,2024-03-03 19:35:00,227.79399999999998,Außenlager,REF516564,Geplant
T36bc8a4c,Pe284be6f,Ausgang,-19,2023-08-24 03:14:35,134.736,Hauptlager,REF183933,Abgeschlossen
Tf8091ec7,,Ausgang,-8,2024-12-03 23:35:16,,Außenlager,REF857960,Abgeschlossen
T1f13c4bd,P33796485,Bestandskorrektur,-4,2024-04-17 04:11:17,110.726,Außenlager,REF251702,Geplant
